NC_000913.3 	CDS 	1 	+ 	336 	2799 	
NC_000913.3 	CDS 	3 	+ 	3296408 	3296984 	
NC_000913.3 	CDS 	3 	+ 	3296996 	3297437 	
NC_000913.3 	CDS 	3 	+ 	3297512 	3297866 	
NC_000913.3 	CDS 	3 	+ 	3298952 	3299492 	
NC_000913.3 	CDS 	3 	+ 	3300326 	3300698 	
NC_000913.3 	CDS 	3 	+ 	3301484 	3302480 	
NC_000913.3 	CDS 	3 	+ 	3309023 	3310445 	
NC_000913.3 	CDS 	3 	+ 	3310541 	3311192 	
NC_000913.3 	CDS 	3 	+ 	3326192 	3326501 	
NC_000913.3 	CDS 	3 	+ 	3335492 	3335834 	
NC_000913.3 	CDS 	3 	+ 	3336614 	3336956 	
NC_000913.3 	CDS 	3 	+ 	3338360 	3338786 	
NC_000913.3 	CDS 	3 	+ 	3340274 	3341252 	
NC_000913.3 	CDS 	3 	+ 	3342272 	3342839 	
NC_000913.3 	CDS 	3 	+ 	3343379 	3343937 	
NC_000913.3 	CDS 	3 	+ 	3343943 	3344669 	
NC_000913.3 	CDS 	3 	+ 	3346577 	3347069 	
NC_000913.3 	CDS 	3 	+ 	3347114 	3347969 	
NC_000913.3 	CDS 	3 	+ 	3353171 	3353501 	
NC_000913.3 	CDS 	3 	+ 	3361175 	3361940 	
NC_000913.3 	CDS 	3 	+ 	3362111 	3362786 	
NC_000913.3 	CDS 	3 	+ 	3367826 	3368954 	
NC_000913.3 	CDS 	3 	+ 	3377108 	3377438 	
NC_000913.3 	CDS 	3 	+ 	3382199 	3383267 	
NC_000913.3 	CDS 	3 	+ 	3383927 	3384290 	
NC_000913.3 	CDS 	3 	+ 	3388214 	3388589 	
NC_000913.3 	CDS 	3 	+ 	3389519 	3390449 	
NC_000913.3 	CDS 	3 	+ 	3407600 	3409058 	
NC_000913.3 	CDS 	3 	+ 	3410279 	3411245 	
NC_000913.3 	CDS 	3 	+ 	3422435 	3423194 	
NC_000913.3 	CDS 	3 	+ 	3423254 	3423575 	
NC_000913.3 	CDS 	3 	+ 	3434354 	3435161 	
NC_000913.3 	CDS 	3 	+ 	3435206 	3436496 	
NC_000913.3 	CDS 	3 	+ 	3436517 	3437894 	
NC_000913.3 	CDS 	3 	+ 	3438023 	3438434 	
NC_000913.3 	CDS 	3 	+ 	3444866 	3445247 	
NC_000913.3 	CDS 	3 	+ 	3450380 	3451436 	
NC_000913.3 	CDS 	3 	+ 	3462923 	3463907 	
NC_000913.3 	CDS 	3 	+ 	3465542 	3466220 	
NC_000913.3 	CDS 	3 	+ 	3467807 	3468323 	
NC_000913.3 	CDS 	3 	+ 	3470369 	3471473 	
NC_000913.3 	CDS 	3 	+ 	3480245 	3480707 	
NC_000913.3 	CDS 	3 	+ 	3484592 	3484898 	
NC_000913.3 	CDS 	3 	+ 	3486119 	3486752 	
NC_000913.3 	CDS 	3 	+ 	3496550 	3496877 	
NC_000913.3 	CDS 	3 	+ 	3507356 	3507677 	
NC_000913.3 	CDS 	3 	+ 	3508763 	3509249 	
NC_000913.3 	CDS 	3 	+ 	3522623 	3523058 	
NC_000913.3 	CDS 	3 	+ 	3528623 	3529337 	
NC_000913.3 	CDS 	3 	+ 	3532817 	3534440 	
NC_000913.3 	CDS 	3 	+ 	3548429 	3548738 	
NC_000913.3 	CDS 	3 	+ 	3549401 	3549773 	
NC_000913.3 	CDS 	3 	+ 	3549797 	3551060 	
NC_000913.3 	CDS 	3 	+ 	3551435 	3552098 	
NC_000913.3 	CDS 	3 	+ 	3559868 	3560177 	
NC_000913.3 	CDS 	3 	+ 	3561215 	3561530 	
NC_000913.3 	CDS 	3 	+ 	3570848 	3571382 	
NC_000913.3 	CDS 	3 	+ 	3577211 	3577751 	
NC_000913.3 	CDS 	3 	+ 	3580124 	3580625 	
NC_000913.3 	CDS 	3 	+ 	3583037 	3583454 	
NC_000913.3 	CDS 	3 	+ 	3583676 	3584180 	
NC_000913.3 	CDS 	3 	+ 	3585275 	3585641 	
NC_000913.3 	CDS 	3 	+ 	3585644 	3586025 	
NC_000913.3 	CDS 	3 	+ 	3591302 	3591848 	
NC_000913.3 	CDS 	3 	+ 	3595124 	3595676 	
NC_000913.3 	CDS 	3 	+ 	3597983 	3598367 	
NC_000913.3 	CDS 	3 	+ 	3600947 	3601664 	
NC_000913.3 	CDS 	3 	+ 	3605750 	3606377 	
NC_000913.3 	CDS 	3 	+ 	3611864 	3612914 	
NC_000913.3 	CDS 	3 	+ 	3612968 	3613556 	
NC_000913.3 	CDS 	3 	+ 	3616382 	3617015 	
NC_000913.3 	CDS 	3 	+ 	3618587 	3618989 	
NC_000913.3 	CDS 	3 	+ 	3624377 	3625514 	
NC_000913.3 	CDS 	3 	+ 	3625802 	3626354 	
NC_000913.3 	CDS 	3 	+ 	3630194 	3630560 	
NC_000913.3 	CDS 	3 	+ 	3643379 	3644291 	
NC_000913.3 	CDS 	3 	+ 	3644828 	3645170 	
NC_000913.3 	CDS 	3 	+ 	3646298 	3647651 	
NC_000913.3 	CDS 	3 	+ 	3648527 	3648881 	
NC_000913.3 	CDS 	3 	+ 	3651290 	3652073 	
NC_000913.3 	CDS 	3 	+ 	3652529 	3652886 	
NC_000913.3 	CDS 	3 	+ 	3653927 	3654527 	
NC_000913.3 	CDS 	3 	+ 	3659231 	3660389 	
NC_000913.3 	CDS 	3 	+ 	3660413 	3663527 	
NC_000913.3 	CDS 	3 	+ 	3666125 	3666764 	
NC_000913.3 	CDS 	3 	+ 	3667079 	3667433 	
NC_000913.3 	CDS 	3 	+ 	3672341 	3673313 	
NC_000913.3 	CDS 	3 	+ 	3673361 	3674375 	
NC_000913.3 	CDS 	3 	+ 	3676955 	3677492 	
NC_000913.3 	CDS 	3 	+ 	3679334 	3680348 	
NC_000913.3 	CDS 	3 	+ 	3688307 	3688670 	
NC_000913.3 	CDS 	3 	+ 	3698213 	3699893 	
NC_000913.3 	CDS 	3 	+ 	3700562 	3701834 	
NC_000913.3 	CDS 	3 	+ 	3705677 	3706097 	
NC_000913.3 	CDS 	3 	+ 	3713651 	3714092 	
NC_000913.3 	CDS 	3 	+ 	3716546 	3717206 	
NC_000913.3 	CDS 	3 	+ 	3722690 	3723671 	
NC_000913.3 	CDS 	3 	+ 	3724034 	3725090 	
NC_000913.3 	CDS 	3 	+ 	3732200 	3733742 	
NC_000913.3 	CDS 	3 	+ 	3734978 	3736157 	
NC_000913.3 	CDS 	3 	+ 	3744803 	3746081 	
NC_000913.3 	CDS 	3 	+ 	3746093 	3747080 	
NC_000913.3 	CDS 	3 	+ 	3747083 	3748580 	
NC_000913.3 	CDS 	3 	+ 	3749198 	3750092 	
NC_000913.3 	CDS 	3 	+ 	3750872 	3751346 	
NC_000913.3 	CDS 	3 	+ 	3751991 	3752966 	
NC_000913.3 	CDS 	3 	+ 	3755726 	3756047 	
NC_000913.3 	CDS 	3 	+ 	3762182 	3766316 	
NC_000913.3 	CDS 	3 	+ 	3768176 	3768638 	
NC_000913.3 	CDS 	3 	+ 	3772280 	3774194 	
NC_000913.3 	CDS 	3 	+ 	3775571 	3776159 	
NC_000913.3 	CDS 	3 	+ 	3777371 	3779054 	
NC_000913.3 	CDS 	3 	+ 	3781214 	3781688 	
NC_000913.3 	CDS 	3 	+ 	3791030 	3791336 	
NC_000913.3 	CDS 	3 	+ 	3791426 	3791999 	
NC_000913.3 	CDS 	3 	+ 	3792026 	3792527 	
NC_000913.3 	CDS 	3 	+ 	3814493 	3815090 	
NC_000913.3 	CDS 	3 	+ 	3818825 	3819491 	
NC_000913.3 	CDS 	3 	+ 	3825209 	3827291 	
NC_000913.3 	CDS 	3 	+ 	3827375 	3827879 	
NC_000913.3 	CDS 	3 	+ 	3828944 	3830336 	
NC_000913.3 	CDS 	3 	+ 	3830456 	3832166 	
NC_000913.3 	CDS 	3 	+ 	3838247 	3839171 	
NC_000913.3 	CDS 	3 	+ 	3852782 	3853265 	
NC_000913.3 	CDS 	3 	+ 	3860282 	3861176 	
NC_000913.3 	CDS 	3 	+ 	3868751 	3869060 	
NC_000913.3 	CDS 	3 	+ 	3882602 	3882920 	
NC_000913.3 	CDS 	3 	+ 	3891614 	3892790 	
NC_000913.3 	CDS 	3 	+ 	3895883 	3896234 	
NC_000913.3 	CDS 	3 	+ 	3899066 	3899387 	
NC_000913.3 	CDS 	3 	+ 	3909134 	3909461 	
NC_000913.3 	CDS 	3 	+ 	3914552 	3914903 	
NC_000913.3 	CDS 	3 	+ 	3929651 	3929960 	
NC_000913.3 	CDS 	3 	+ 	3933338 	3933770 	
NC_000913.3 	CDS 	3 	+ 	3948557 	3948872 	
NC_000913.3 	CDS 	3 	+ 	3953477 	3955328 	
NC_000913.3 	CDS 	3 	+ 	3956807 	3957164 	
NC_000913.3 	CDS 	3 	+ 	3964787 	3965198 	
NC_000913.3 	CDS 	3 	+ 	3966344 	3967676 	
NC_000913.3 	CDS 	3 	+ 	3972521 	3973589 	
NC_000913.3 	CDS 	3 	+ 	3973607 	3974489 	
NC_000913.3 	CDS 	3 	+ 	3976277 	3977528 	
NC_000913.3 	CDS 	3 	+ 	3979955 	3980696 	
NC_000913.3 	CDS 	3 	+ 	3995582 	3996290 	
NC_000913.3 	CDS 	3 	+ 	3997982 	4000145 	
NC_000913.3 	CDS 	3 	+ 	4001498 	4001801 	
NC_000913.3 	CDS 	3 	+ 	4004861 	4005731 	
NC_000913.3 	CDS 	3 	+ 	4006001 	4007693 	
NC_000913.3 	CDS 	3 	+ 	4007756 	4008377 	
NC_000913.3 	CDS 	3 	+ 	4009169 	4010192 	
NC_000913.3 	CDS 	3 	+ 	4017347 	4018760 	
NC_000913.3 	CDS 	3 	+ 	4022735 	4023512 	
NC_000913.3 	CDS 	3 	+ 	4032491 	4033106 	
NC_000913.3 	CDS 	3 	+ 	4040861 	4041263 	
NC_000913.3 	CDS 	3 	+ 	4043417 	4044044 	
NC_000913.3 	CDS 	3 	+ 	4051346 	4051856 	
NC_000913.3 	CDS 	3 	+ 	4072118 	4072442 	
NC_000913.3 	CDS 	3 	+ 	4073732 	4074635 	
NC_000913.3 	CDS 	3 	+ 	4074647 	4075454 	
NC_000913.3 	CDS 	3 	+ 	4077014 	4077452 	
NC_000913.3 	CDS 	3 	+ 	4082045 	4082546 	
NC_000913.3 	CDS 	3 	+ 	4083230 	4083755 	
NC_000913.3 	CDS 	3 	+ 	4085591 	4086080 	
NC_000913.3 	CDS 	3 	+ 	4087001 	4088057 	
NC_000913.3 	CDS 	3 	+ 	4090577 	4090913 	
NC_000913.3 	CDS 	3 	+ 	4097735 	4098572 	
NC_000913.3 	CDS 	3 	+ 	4099928 	4100354 	
NC_000913.3 	CDS 	3 	+ 	4101683 	4102673 	
NC_000913.3 	CDS 	3 	+ 	4106468 	4107371 	
NC_000913.3 	CDS 	3 	+ 	4107491 	4108514 	
NC_000913.3 	CDS 	3 	+ 	4128527 	4129832 	
NC_000913.3 	CDS 	3 	+ 	4133834 	4136015 	
NC_000913.3 	CDS 	3 	+ 	4140089 	4140428 	
NC_000913.3 	CDS 	3 	+ 	4141712 	4142321 	
NC_000913.3 	CDS 	3 	+ 	4143623 	4143944 	
NC_000913.3 	CDS 	3 	+ 	4146188 	4147136 	
NC_000913.3 	CDS 	3 	+ 	4149026 	4149551 	
NC_000913.3 	CDS 	3 	+ 	4161770 	4162130 	
NC_000913.3 	CDS 	3 	+ 	4165415 	4166285 	
NC_000913.3 	CDS 	3 	+ 	4177742 	4178288 	
NC_000913.3 	CDS 	3 	+ 	4179995 	4180493 	
NC_000913.3 	CDS 	3 	+ 	4180559 	4180925 	
NC_000913.3 	CDS 	3 	+ 	4189028 	4189346 	
NC_000913.3 	CDS 	3 	+ 	4194857 	4195559 	
NC_000913.3 	CDS 	3 	+ 	4197125 	4197428 	
NC_000913.3 	CDS 	3 	+ 	4201925 	4203323 	
NC_000913.3 	CDS 	3 	+ 	4205945 	4207403 	
NC_000913.3 	CDS 	3 	+ 	4214279 	4215209 	
NC_000913.3 	CDS 	3 	+ 	4217093 	4218413 	
NC_000913.3 	CDS 	3 	+ 	4230353 	4231226 	
NC_000913.3 	CDS 	3 	+ 	4236896 	4237634 	
NC_000913.3 	CDS 	3 	+ 	4249553 	4250474 	
NC_000913.3 	CDS 	3 	+ 	4250954 	4252283 	
NC_000913.3 	CDS 	3 	+ 	4252394 	4253003 	
NC_000913.3 	CDS 	3 	+ 	4253015 	4253888 	
NC_000913.3 	CDS 	3 	+ 	4256636 	4257005 	
NC_000913.3 	CDS 	3 	+ 	4264313 	4265729 	
NC_000913.3 	CDS 	3 	+ 	4269413 	4270127 	
NC_000913.3 	CDS 	3 	+ 	4272203 	4272683 	
NC_000913.3 	CDS 	3 	+ 	4272734 	4273214 	
NC_000913.3 	CDS 	3 	+ 	4275470 	4277057 	
NC_000913.3 	CDS 	3 	+ 	4277468 	4277933 	
NC_000913.3 	CDS 	3 	+ 	4279979 	4281629 	
NC_000913.3 	CDS 	3 	+ 	4283897 	4284593 	
NC_000913.3 	CDS 	3 	+ 	4285340 	4285658 	
NC_000913.3 	CDS 	3 	+ 	4285754 	4286834 	
NC_000913.3 	CDS 	3 	+ 	4286894 	4287398 	
NC_000913.3 	CDS 	3 	+ 	4289807 	4290479 	
NC_000913.3 	CDS 	3 	+ 	4291562 	4293170 	
NC_000913.3 	CDS 	3 	+ 	4293476 	4294139 	
NC_000913.3 	CDS 	3 	+ 	4313867 	4314197 	
NC_000913.3 	CDS 	3 	+ 	4316120 	4317395 	
NC_000913.3 	CDS 	3 	+ 	4319108 	4319534 	
NC_000913.3 	CDS 	3 	+ 	4321601 	4321979 	
NC_000913.3 	CDS 	3 	+ 	4323803 	4324229 	
NC_000913.3 	CDS 	3 	+ 	4329491 	4330238 	
NC_000913.3 	CDS 	3 	+ 	4341515 	4341821 	
NC_000913.3 	CDS 	3 	+ 	4345556 	4346024 	
NC_000913.3 	CDS 	3 	+ 	4356911 	4357247 	
NC_000913.3 	CDS 	3 	+ 	4372796 	4373162 	
NC_000913.3 	CDS 	3 	+ 	4381340 	4381667 	
NC_000913.3 	CDS 	3 	+ 	4381817 	4382210 	
NC_000913.3 	CDS 	3 	+ 	4382642 	4383620 	
NC_000913.3 	CDS 	3 	+ 	4391534 	4392149 	
NC_000913.3 	CDS 	3 	+ 	4395584 	4396046 	
NC_000913.3 	CDS 	3 	+ 	4396064 	4397402 	
NC_000913.3 	CDS 	3 	+ 	4397411 	4399259 	
NC_000913.3 	CDS 	3 	+ 	4402037 	4403297 	
NC_000913.3 	CDS 	3 	+ 	4404686 	4405985 	
NC_000913.3 	CDS 	3 	+ 	4406237 	4406615 	
NC_000913.3 	CDS 	3 	+ 	4411301 	4411961 	
NC_000913.3 	CDS 	3 	+ 	4414259 	4415900 	
NC_000913.3 	CDS 	3 	+ 	4421987 	4422836 	
NC_000913.3 	CDS 	3 	+ 	4422845 	4423700 	
NC_000913.3 	CDS 	3 	+ 	4431293 	4431929 	
NC_000913.3 	CDS 	3 	+ 	4443251 	4444115 	
NC_000913.3 	CDS 	3 	+ 	4451057 	4452560 	
NC_000913.3 	CDS 	3 	+ 	4453073 	4453412 	
NC_000913.3 	CDS 	3 	+ 	4481066 	4481477 	
NC_000913.3 	CDS 	3 	+ 	4481507 	4481864 	
NC_000913.3 	CDS 	3 	+ 	4486391 	4487318 	
NC_000913.3 	CDS 	3 	+ 	4491224 	4491557 	
NC_000913.3 	CDS 	3 	+ 	4491977 	4492544 	
NC_000913.3 	CDS 	3 	+ 	4495505 	4495892 	
NC_000913.3 	CDS 	3 	+ 	4498271 	4498637 	
NC_000913.3 	CDS 	3 	+ 	4502906 	4503302 	
NC_000913.3 	CDS 	3 	+ 	4508957 	4509554 	
NC_000913.3 	CDS 	3 	+ 	4509719 	4510133 	
NC_000913.3 	CDS 	3 	+ 	4512722 	4513046 	
NC_000913.3 	CDS 	3 	+ 	4517786 	4518176 	
NC_000913.3 	CDS 	3 	+ 	4520048 	4520387 	
NC_000913.3 	CDS 	3 	+ 	4524731 	4525166 	
NC_000913.3 	CDS 	3 	+ 	4543628 	4544267 	
NC_000913.3 	CDS 	3 	+ 	4544372 	4545029 	
NC_000913.3 	CDS 	3 	+ 	4545095 	4547732 	
NC_000913.3 	CDS 	3 	+ 	4547741 	4548272 	
NC_000913.3 	CDS 	3 	+ 	4548278 	4548788 	
NC_000913.3 	CDS 	3 	+ 	4551635 	4552820 	
NC_000913.3 	CDS 	3 	+ 	4554575 	4555349 	
NC_000913.3 	CDS 	3 	+ 	4560884 	4561484 	
NC_000913.3 	CDS 	3 	+ 	4572365 	4573931 	
NC_000913.3 	CDS 	3 	+ 	4581857 	4582817 	
NC_000913.3 	CDS 	3 	+ 	4584308 	4584611 	
NC_000913.3 	CDS 	3 	+ 	4586948 	4587863 	
NC_000913.3 	CDS 	3 	+ 	4597649 	4597961 	
NC_000913.3 	CDS 	3 	+ 	4599902 	4600241 	
NC_000913.3 	CDS 	3 	+ 	4600424 	4600757 	
NC_000913.3 	CDS 	3 	+ 	4604159 	4604837 	
NC_000913.3 	CDS 	3 	+ 	4611395 	4612001 	
NC_000913.3 	CDS 	3 	+ 	4613684 	4614260 	
NC_000913.3 	CDS 	3 	+ 	4633139 	4633553 	
NC_000913.3 	CDS 	3 	+ 	4633796 	4634444 	
NC_000913.3 	CDS 	3 	- 	1346 	2063 	
NC_000913.3 	CDS 	3 	- 	7898 	8420 	
NC_000913.3 	CDS 	3 	- 	8450 	8807 	
NC_000913.3 	CDS 	3 	- 	24587 	26138 	
NC_000913.3 	CDS 	3 	- 	27266 	27569 	
NC_000913.3 	CDS 	3 	- 	29789 	30290 	
NC_000913.3 	CDS 	3 	- 	33758 	34064 	
NC_000913.3 	CDS 	3 	- 	39782 	40127 	
NC_000913.3 	CDS 	3 	- 	48632 	49166 	
NC_000913.3 	CDS 	3 	- 	52703 	53744 	
NC_000913.3 	CDS 	3 	- 	58604 	60194 	
NC_000913.3 	CDS 	3 	- 	62297 	63695 	
NC_000913.3 	CDS 	3 	- 	73133 	74366 	
NC_000913.3 	CDS 	3 	- 	78977 	80156 	
NC_000913.3 	CDS 	3 	- 	80960 	81656 	
NC_000913.3 	CDS 	3 	- 	83363 	84275 	
NC_000913.3 	CDS 	3 	- 	88955 	89972 	
NC_000913.3 	CDS 	3 	- 	90356 	91700 	
NC_000913.3 	CDS 	3 	- 	102779 	103994 	
NC_000913.3 	CDS 	3 	- 	113672 	114104 	
NC_000913.3 	CDS 	3 	- 	114764 	115547 	
NC_000913.3 	CDS 	3 	- 	116588 	117548 	
NC_000913.3 	CDS 	3 	- 	121436 	122315 	
NC_000913.3 	CDS 	3 	- 	123935 	124889 	
NC_000913.3 	CDS 	3 	- 	125939 	126263 	
NC_000913.3 	CDS 	3 	- 	128243 	129242 	
NC_000913.3 	CDS 	3 	- 	132710 	133079 	
NC_000913.3 	CDS 	3 	- 	138221 	139550 	
NC_000913.3 	CDS 	3 	- 	140771 	141221 	
NC_000913.3 	CDS 	3 	- 	148301 	149066 	
NC_000913.3 	CDS 	3 	- 	151589 	153092 	
NC_000913.3 	CDS 	3 	- 	161231 	161561 	
NC_000913.3 	CDS 	3 	- 	168443 	168839 	
NC_000913.3 	CDS 	3 	- 	171932 	172451 	
NC_000913.3 	CDS 	3 	- 	175472 	176894 	
NC_000913.3 	CDS 	3 	- 	209669 	210332 	
NC_000913.3 	CDS 	3 	- 	218174 	218717 	
NC_000913.3 	CDS 	3 	- 	223199 	223955 	
NC_000913.3 	CDS 	3 	- 	224783 	225212 	
NC_000913.3 	CDS 	3 	- 	226361 	226874 	
NC_000913.3 	CDS 	3 	- 	235595 	236795 	
NC_000913.3 	CDS 	3 	- 	239672 	240134 	
NC_000913.3 	CDS 	3 	- 	259457 	261143 	
NC_000913.3 	CDS 	3 	- 	262286 	262646 	
NC_000913.3 	CDS 	3 	- 	263930 	264464 	
NC_000913.3 	CDS 	3 	- 	268418 	268805 	
NC_000913.3 	CDS 	3 	- 	270650 	270968 	
NC_000913.3 	CDS 	3 	- 	276296 	276635 	
NC_000913.3 	CDS 	3 	- 	281621 	282956 	
NC_000913.3 	CDS 	3 	- 	294326 	295973 	
NC_000913.3 	CDS 	3 	- 	306032 	307706 	
NC_000913.3 	CDS 	3 	- 	314918 	315254 	
NC_000913.3 	CDS 	3 	- 	315911 	316355 	
NC_000913.3 	CDS 	3 	- 	316487 	317276 	
NC_000913.3 	CDS 	3 	- 	317300 	318317 	
NC_000913.3 	CDS 	3 	- 	318371 	318992 	
NC_000913.3 	CDS 	3 	- 	320405 	320990 	
NC_000913.3 	CDS 	3 	- 	321914 	322892 	
NC_000913.3 	CDS 	3 	- 	324434 	325571 	
NC_000913.3 	CDS 	3 	- 	326114 	326549 	
NC_000913.3 	CDS 	3 	- 	327434 	327761 	
NC_000913.3 	CDS 	3 	- 	328661 	329552 	
NC_000913.3 	CDS 	3 	- 	332183 	333164 	
NC_000913.3 	CDS 	3 	- 	340622 	342089 	
NC_000913.3 	CDS 	3 	- 	349853 	350159 	
NC_000913.3 	CDS 	3 	- 	351158 	351713 	
NC_000913.3 	CDS 	3 	- 	353525 	353828 	
NC_000913.3 	CDS 	3 	- 	354281 	356240 	
NC_000913.3 	CDS 	3 	- 	356750 	358400 	
NC_000913.3 	CDS 	3 	- 	358577 	359870 	
NC_000913.3 	CDS 	3 	- 	360959 	361502 	
NC_000913.3 	CDS 	3 	- 	367781 	370604 	
NC_000913.3 	CDS 	3 	- 	383060 	383612 	
NC_000913.3 	CDS 	3 	- 	399398 	400874 	
NC_000913.3 	CDS 	3 	- 	408419 	409769 	
NC_000913.3 	CDS 	3 	- 	410714 	411242 	
NC_000913.3 	CDS 	3 	- 	419165 	421352 	
NC_000913.3 	CDS 	3 	- 	426845 	427193 	
NC_000913.3 	CDS 	3 	- 	427529 	427973 	
NC_000913.3 	CDS 	3 	- 	428057 	428387 	
NC_000913.3 	CDS 	3 	- 	434120 	435710 	
NC_000913.3 	CDS 	3 	- 	439823 	440390 	
NC_000913.3 	CDS 	3 	- 	445553 	447449 	
NC_000913.3 	CDS 	3 	- 	447536 	447974 	
NC_000913.3 	CDS 	3 	- 	448076 	448832 	
NC_000913.3 	CDS 	3 	- 	478382 	479483 	
NC_000913.3 	CDS 	3 	- 	490415 	490733 	
NC_000913.3 	CDS 	3 	- 	491387 	493121 	
NC_000913.3 	CDS 	3 	- 	501944 	502607 	
NC_000913.3 	CDS 	3 	- 	509531 	509879 	
NC_000913.3 	CDS 	3 	- 	513119 	513575 	
NC_000913.3 	CDS 	3 	- 	513758 	514367 	
NC_000913.3 	CDS 	3 	- 	517229 	518222 	
NC_000913.3 	CDS 	3 	- 	519446 	519896 	
NC_000913.3 	CDS 	3 	- 	519905 	521237 	
NC_000913.3 	CDS 	3 	- 	521303 	522230 	
NC_000913.3 	CDS 	3 	- 	522620 	522995 	
NC_000913.3 	CDS 	3 	- 	523562 	524408 	
NC_000913.3 	CDS 	3 	- 	525944 	527084 	
NC_000913.3 	CDS 	3 	- 	527180 	527927 	
NC_000913.3 	CDS 	3 	- 	533402 	533945 	
NC_000913.3 	CDS 	3 	- 	535982 	536681 	
NC_000913.3 	CDS 	3 	- 	541127 	542162 	
NC_000913.3 	CDS 	3 	- 	550727 	551798 	
NC_000913.3 	CDS 	3 	- 	555830 	556418 	
NC_000913.3 	CDS 	3 	- 	556466 	558881 	
NC_000913.3 	CDS 	3 	- 	558893 	559796 	
NC_000913.3 	CDS 	3 	- 	596822 	597251 	
NC_000913.3 	CDS 	3 	- 	600848 	601175 	
NC_000913.3 	CDS 	3 	- 	626081 	626522 	
NC_000913.3 	CDS 	3 	- 	632246 	632597 	
NC_000913.3 	CDS 	3 	- 	638423 	638840 	
NC_000913.3 	CDS 	3 	- 	641585 	641996 	
NC_000913.3 	CDS 	3 	- 	643364 	644027 	
NC_000913.3 	CDS 	3 	- 	651824 	652565 	
NC_000913.3 	CDS 	3 	- 	652586 	653768 	
NC_000913.3 	CDS 	3 	- 	661145 	661466 	
NC_000913.3 	CDS 	3 	- 	667679 	668060 	
NC_000913.3 	CDS 	3 	- 	668240 	668645 	
NC_000913.3 	CDS 	3 	- 	676022 	677288 	
NC_000913.3 	CDS 	3 	- 	677414 	678908 	
NC_000913.3 	CDS 	3 	- 	687209 	687569 	
NC_000913.3 	CDS 	3 	- 	700325 	701018 	
NC_000913.3 	CDS 	3 	- 	712049 	713501 	
NC_000913.3 	CDS 	3 	- 	720827 	721235 	
NC_000913.3 	CDS 	3 	- 	724277 	725660 	
NC_000913.3 	CDS 	3 	- 	726452 	727823 	
NC_000913.3 	CDS 	3 	- 	730127 	731168 	
NC_000913.3 	CDS 	3 	- 	733286 	734060 	
NC_000913.3 	CDS 	3 	- 	736055 	737933 	
NC_000913.3 	CDS 	3 	- 	737951 	739364 	
NC_000913.3 	CDS 	3 	- 	742259 	742982 	
NC_000913.3 	CDS 	3 	- 	745043 	746381 	
NC_000913.3 	CDS 	3 	- 	748556 	749021 	
NC_000913.3 	CDS 	3 	- 	753440 	753773 	
NC_000913.3 	CDS 	3 	- 	769877 	771215 	
NC_000913.3 	CDS 	3 	- 	772340 	773591 	
NC_000913.3 	CDS 	3 	- 	774230 	774644 	
NC_000913.3 	CDS 	3 	- 	774749 	775184 	
NC_000913.3 	CDS 	3 	- 	775355 	777041 	
NC_000913.3 	CDS 	3 	- 	777788 	779156 	
NC_000913.3 	CDS 	3 	- 	779180 	779666 	
NC_000913.3 	CDS 	3 	- 	783248 	784742 	
NC_000913.3 	CDS 	3 	- 	785345 	785693 	
NC_000913.3 	CDS 	3 	- 	786041 	786539 	
NC_000913.3 	CDS 	3 	- 	791516 	793019 	
NC_000913.3 	CDS 	3 	- 	793025 	794348 	
NC_000913.3 	CDS 	3 	- 	799223 	799703 	
NC_000913.3 	CDS 	3 	- 	799865 	801104 	
NC_000913.3 	CDS 	3 	- 	801659 	802478 	
NC_000913.3 	CDS 	3 	- 	808385 	808811 	
NC_000913.3 	CDS 	3 	- 	812987 	814193 	
NC_000913.3 	CDS 	3 	- 	825869 	826526 	
NC_000913.3 	CDS 	3 	- 	826823 	827177 	
NC_000913.3 	CDS 	3 	- 	837503 	838595 	
NC_000913.3 	CDS 	3 	- 	849101 	850298 	
NC_000913.3 	CDS 	3 	- 	850307 	851333 	
NC_000913.3 	CDS 	3 	- 	856637 	857069 	
NC_000913.3 	CDS 	3 	- 	860657 	861170 	
NC_000913.3 	CDS 	3 	- 	866633 	866996 	
NC_000913.3 	CDS 	3 	- 	868034 	868739 	
NC_000913.3 	CDS 	3 	- 	868751 	869246 	
NC_000913.3 	CDS 	3 	- 	875921 	876416 	
NC_000913.3 	CDS 	3 	- 	876566 	876944 	
NC_000913.3 	CDS 	3 	- 	877151 	877580 	
NC_000913.3 	CDS 	3 	- 	879917 	880241 	
NC_000913.3 	CDS 	3 	- 	880403 	881795 	
NC_000913.3 	CDS 	3 	- 	889784 	890525 	
NC_000913.3 	CDS 	3 	- 	893429 	893744 	
NC_000913.3 	CDS 	3 	- 	899120 	899969 	
NC_000913.3 	CDS 	3 	- 	900305 	900698 	
NC_000913.3 	CDS 	3 	- 	904475 	905300 	
NC_000913.3 	CDS 	3 	- 	907466 	907784 	
NC_000913.3 	CDS 	3 	- 	912281 	913736 	
NC_000913.3 	CDS 	3 	- 	913892 	914246 	
NC_000913.3 	CDS 	3 	- 	914291 	914729 	
NC_000913.3 	CDS 	3 	- 	916334 	917246 	
NC_000913.3 	CDS 	3 	- 	917255 	919325 	
NC_000913.3 	CDS 	3 	- 	925520 	925838 	
NC_000913.3 	CDS 	3 	- 	928718 	929417 	
NC_000913.3 	CDS 	3 	- 	929645 	930854 	
